,title,platform,score,genre,release_year
408,Beyond The Beyond,PlayStation (1-4),"(3, 4]",RPG,1996
409,Crash Bandicoot,PlayStation (1-4),"(7, 8]",Platformer,1996
410,Bust-A-Move 2: Arcade Edition,PlayStation (1-4),"(7, 8]",Puzzle,1996
411,CyberSpeed,PlayStation (1-4),"(4, 5]",Racing,1996
412,D,PlayStation (1-4),"(6, 7]",Adventure,1996
413,Assault Rigs,PlayStation (1-4),"(5, 6]",Action,1996
414,ESPN Extreme Games,PlayStation (1-4),"(4, 5]",Sports,1996
415,Doom (1993),PlayStation (1-4),"(6, 7]",Shooter,1996
416,Bottom of the 9th,PlayStation (1-4),"(7, 8]",Sports,1996
417,Adidas Power Soccer,PlayStation (1-4),"(6, 7]",Sports,1996
418,Agile Warrior F-111X,PlayStation (1-4),"(1, 2]",Action,1996
419,Alien Trilogy,PlayStation (1-4),"(7, 8]",Action,1996
420,Alone in the Dark: One Eyed Jack's Revenge,PlayStation (1-4),"(5, 6]",Adventure,1996
421,Fade to Black,PlayStation (1-4),"(6, 7]",Adventure,1996
422,Die Hard Trilogy,PlayStation (1-4),"(7, 8]",Action,1996
423,Discworld,PlayStation (1-4),"(6, 7]",Adventure,1996
424,Battle Arena Toshinden 2,PlayStation (1-4),"(5, 6]",Fighting,1996
425,A-Train,PlayStation (1-4),"(5, 6]",Strategy,1996
426,Casper -- A Haunting 3D Challenge,PlayStation (1-4),"(3, 4]",Action,1996
427,Bogey Dead 6,PlayStation (1-4),"(5, 6]",Simulation,1996
429,Road & Track Presents: The Need for Speed,PlayStation (1-4),"(6, 7]",Racing,1996
430,Romance of the Three Kingdoms IV: Wall of Fire,PlayStation (1-4),"(5, 6]",Strategy,1996
431,PGA Tour '96,PlayStation (1-4),"(6, 7]",Sports,1996
432,Rayman,PlayStation (1-4),"(6, 7]",Platformer,1996
433,Raiden Project,PlayStation (1-4),"(5, 6]",Shooter,1996
434,Andretti Racing,PlayStation (1-4),"(7, 8]",Racing,1996
435,Discworld,PlayStation (1-4),"(6, 7]",Adventure,1996
436,Die Hard Trilogy,PlayStation (1-4),"(7, 8]",Action,1996
437,Gunship,PlayStation (1-4),"(2, 3]",Simulation,1996
438,Olympic Summer Games: Atlanta '96,PlayStation (1-4),"(5, 6]",Sports,1996
439,Revolution X,PlayStation (1-4),"(0, 1]",Action,1996
440,Shockwave Assault,PlayStation (1-4),"(3, 4]",Action,1996
441,HardBall 5,PlayStation (1-4),"(3, 4]",Sports,1996
442,Twisted Metal [1996],PlayStation (1-4),"(6, 7]",Action,1996
443,WipEout XL,PlayStation (1-4),"(8, 9]",Racing,1996
444,WipEout,PlayStation (1-4),"(7, 8]",Racing,1996
445,Tobal No. 1,PlayStation (1-4),"(8, 9]",Fighting,1996
446,Star Gladiator Episode 1: Final Crusade,PlayStation (1-4),"(7, 8]",Fighting,1996
447,Starfighter,PlayStation (1-4),"(6, 7]",Action,1996
448,Battle Arena Toshinden,PlayStation (1-4),"(6, 7]",Fighting,1996
449,Destruction Derby,PlayStation (1-4),"(6, 7]",Racing,1996
450,Aquanaut's Holiday,PlayStation (1-4),"(7, 8]",Simulation,1996
451,Creature Shock (Special Edition),PlayStation (1-4),"(1, 2]",Action,1996
452,Air Combat,PlayStation (1-4),"(6, 7]",Simulation,1996
453,Descent,PlayStation (1-4),"(6, 7]",Action,1996
454,Cyber Sled,PlayStation (1-4),"(4, 5]",Action,1996
455,DEFCON 5,PlayStation (1-4),"(6, 7]",Action,1996
456,The King of Fighters '95,PlayStation (1-4),"(4, 5]",Fighting,1996
457,Jumping Flash! 2,PlayStation (1-4),"(7, 8]",Platformer,1996
458,Epidemic,PlayStation (1-4),"(3, 4]",Action,1996
459,Philosoma,PlayStation (1-4),"(4, 5]",Action,1996
460,NBA In the Zone,PlayStation (1-4),"(4, 5]",Sports,1996
461,Magic Carpet,PlayStation (1-4),"(7, 8]",Action,1996
462,Power Serve 3D Tennis,PlayStation (1-4),"(1, 2]",Sports,1996
463,Resident Evil [1996],PlayStation (1-4),"(8, 9]",Action,1996
464,NCAA GameBreaker,PlayStation (1-4),"(6, 7]",Sports,1996
465,Project: Horned Owl,PlayStation (1-4),"(5, 6]",Shooter,1996
466,Frank Thomas: Big Hurt Baseball,PC,"(5, 6]",Sports,1996
467,Goal Storm,PlayStation (1-4),"(6, 7]",Sports,1996
468,In the Hunt,PlayStation (1-4),"(2, 3]",Action,1996
469,International Track & Field,PlayStation (1-4),"(6, 7]",Sports,1996
470,Novastorm,PlayStation (1-4),"(1, 2]",Shooter,1996
471,PO'ed,PlayStation (1-4),"(7, 8]",Action,1996
472,NBA Jam: Tournament Edition,PlayStation (1-4),"(6, 7]",Sports,1996
475,Tetris Plus,PlayStation (1-4),"(5, 6]",Puzzle,1996
476,Slam 'n Jam '96: Featuring Magic and Kareem,PlayStation (1-4),"(4, 5]",Sports,1996
477,V-Tennis,PlayStation (1-4),"(3, 4]",Sports,1996
478,Tokyo Highway Battle,PlayStation (1-4),"(6, 7]",Racing,1996
479,Zero Divide,PlayStation (1-4),"(4, 5]",Fighting,1996
480,X-COM: UFO Defense,PlayStation (1-4),"(8, 9]",Strategy,1996
481,Darkstalkers: The Night Warriors,PlayStation (1-4),"(6, 7]",Fighting,1996
482,FIFA Soccer '96,PlayStation (1-4),"(7, 8]",Sports,1996
483,Mortal Kombat Trilogy,Nintendo 64,"(4, 5]",Fighting,1996
484,Wave Race 64,Nintendo 64,"(9, 10]",Racing,1996
486,Cruis'n USA,Nintendo 64,"(3, 4]",Racing,1996
487,Batman Forever: The Arcade Game,PlayStation (1-4),"(4, 5]",Action,1996
488,Pilotwings 64,Nintendo 64,"(8, 9]",Simulation,1996
489,Road Rash,PlayStation (1-4),"(4, 5]",Racing,1996
490,Ridge Racer [1995],PlayStation (1-4),"(7, 8]",Racing,1996
491,Shellshock,PlayStation (1-4),"(6, 7]",Action,1996
492,SimCity 2000,PlayStation (1-4),"(6, 7]",Strategy,1996
493,Street Fighter Alpha: Warriors' Dreams,PlayStation (1-4),"(6, 7]",Fighting,1996
494,The Hive,PlayStation (1-4),"(2, 3]",Action,1996
495,Loaded,PlayStation (1-4),"(7, 8]",Shooter,1996
496,Revolution X,PlayStation (1-4),"(0, 1]",Action,1996
497,Olympic Summer Games: Atlanta '96,PlayStation (1-4),"(5, 6]",Sports,1996
498,NBA Live '96,PlayStation (1-4),"(6, 7]",Sports,1996
499,Psychic Detective,PlayStation (1-4),"(1, 2]",Adventure,1996
500,NHL FaceOff,PlayStation (1-4),"(8, 9]",Sports,1996
501,NFL GameDay,PlayStation (1-4),"(7, 8]",Sports,1996
502,Kileak: The DNA Imperative,PlayStation (1-4),"(2, 3]",Action,1996
503,Raven Project,PlayStation (1-4),"(2, 3]",Action,1996
504,Silverload,PlayStation (1-4),"(5, 6]",Adventure,1996
505,Formula 1,PlayStation (1-4),"(7, 8]",Racing,1996
506,Worms,PlayStation (1-4),"(7, 8]",Strategy,1996
507,Zoop,PlayStation (1-4),"(4, 5]",Puzzle,1996
508,Space Griffon,PlayStation (1-4),"(1, 2]",Action,1996
509,Tekken 2,PlayStation (1-4),"(8, 9]",Fighting,1996
510,Warhawk,PlayStation (1-4),"(8, 9]",Simulation,1996
511,Rayman,PlayStation (1-4),"(6, 7]",Platformer,1996
512,Romance of the Three Kingdoms IV: Wall of Fire,PlayStation (1-4),"(5, 6]",Strategy,1996
513,Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft,PlayStation (1-4),"(3, 4]",Fighting,1996
514,Super Mario 64,Nintendo 64,"(9, 10]",Platformer,1996
516,The Walking Dead: The Game -- Episode 1: A New Day,"Xbox (360,One)","(8, 9]",Adventure,1970
517,Olympic Soccer,PlayStation (1-4),"(5, 6]",Sports,1996
518,Off-World Interceptor Extreme,PlayStation (1-4),"(3, 4]",Action,1996
519,Gex,PlayStation (1-4),"(5, 6]",Platformer,1996
520,Skeleton Warriors,PlayStation (1-4),"(4, 5]",Action,1996
521,Johnny Bazookatone,PlayStation (1-4),"(4, 5]",Platformer,1996
522,PGA Tour '96,PlayStation (1-4),"(6, 7]",Sports,1996
524,Road & Track Presents: The Need for Speed,PlayStation (1-4),"(6, 7]",Racing,1996
525,Mario Kart 64,Nintendo 64,"(8, 9]",Racing,1997
526,Rally Cross,PlayStation (1-4),"(6, 7]",Racing,1997
527,Spider,PlayStation (1-4),"(5, 6]",Action,1997
528,Grid Runner,PlayStation (1-4),"(5, 6]",Action,1997
529,Virtual Pool,PlayStation (1-4),"(6, 7]",Sports,1997
531,Deception: Invitation to Darkness,PlayStation (1-4),"(6, 7]",Strategy,1997
532,Peak Performance,PlayStation (1-4),"(6, 7]",Racing,1997
533,Independence Day,PlayStation (1-4),"(1, 2]",Action,1997
534,Buster Bros. Collection,PlayStation (1-4),"(5, 6]",Action,1997
535,Re-Loaded: The Hardcore Sequel,PlayStation (1-4),"(3, 4]",Shooter,1996
536,Destruction Derby 2,PlayStation (1-4),"(7, 8]",Racing,1996
537,Blood Omen: Legacy of Kain,PlayStation (1-4),"(8, 9]",Action,1997
538,Tunnel B-1,PlayStation (1-4),"(5, 6]",Action,1997
539,Doom 64,Nintendo 64,"(7, 8]",Shooter,1997
540,NHL FaceOff '97,PlayStation (1-4),"(7, 8]",Sports,1997
541,Super Puzzle Fighter II Turbo,PlayStation (1-4),"(8, 9]",Puzzle,1997
542,NBA Hang Time,Nintendo 64,"(5, 6]",Sports,1997
543,Suikoden,PlayStation (1-4),"(8, 9]",RPG,1997
544,Battle Stations,PlayStation (1-4),"(5, 6]",Strategy,1997
545,Nanotek Warrior,PlayStation (1-4),"(7, 8]",Action,1997
546,Rush Hour,PlayStation (1-4),"(5, 6]",Racing,1997
547,BRAHMA Force: The Assault On Beltlogger 9,PlayStation (1-4),"(6, 7]",Action,1997
548,Vandal Hearts,PlayStation (1-4),"(7, 8]",RPG,1997
549,MechWarrior 2,PlayStation (1-4),"(7, 8]",Simulation,1997
550,VR Baseball '97,PlayStation (1-4),"(6, 7]",Sports,1997
551,Need for Speed II,PlayStation (1-4),"(5, 6]",Racing,1997
552,Samurai Shodown III: Blades of Blood,PlayStation (1-4),"(6, 7]",Fighting,1996
553,Mortal Kombat Trilogy,PlayStation (1-4),"(5, 6]",Fighting,1996
554,Pitball,PlayStation (1-4),"(4, 5]",Action,1996
555,MLB Pennant Race,PlayStation (1-4),"(4, 5]",Sports,1996
556,Tempest X3: An Inter-Galactic Battle Zone,PlayStation (1-4),"(7, 8]",Action,1996
557,Project Overkill,PlayStation (1-4),"(4, 5]",Action,1997
558,Crusader: No Remorse,PlayStation (1-4),"(6, 7]",Action,1997
559,VR Golf '97,PlayStation (1-4),"(7, 8]",Sports,1997
560,Iron Man / XO Manowar in Heavy Metal,PlayStation (1-4),"(2, 3]",Action,1997
561,Disruptor,PlayStation (1-4),"(7, 8]",Shooter,1997
562,Final Doom,PlayStation (1-4),"(6, 7]",Action,1997
563,Twisted Metal 2,PlayStation (1-4),"(7, 8]",Action,1997
564,NFL GameDay 97,PlayStation (1-4),"(7, 8]",Sports,1997
565,Jet Moto,PlayStation (1-4),"(7, 8]",Racing,1997
566,FIFA Soccer 64,Nintendo 64,"(4, 5]",Sports,1997
567,Command & Conquer (1997),PlayStation (1-4),"(7, 8]",Strategy,1997
568,Mega Man 8,PlayStation (1-4),"(5, 6]",Action,1997
569,Big Bass World Championship,PlayStation (1-4),"(5, 6]",Hunting,1997
570,Blast Corps,Nintendo 64,"(8, 9]",Action,1997
571,NBA Live '97,PlayStation (1-4),"(7, 8]",Sports,1997
572,NBA ShootOut '97,PlayStation (1-4),"(8, 9]",Sports,1997
573,Turok: Dinosaur Hunter,Nintendo 64,"(8, 9]",Shooter,1997
574,The Crow: City of Angels,PlayStation (1-4),"(0, 1]",Action,1997
575,Star Wars: Dark Forces,PlayStation (1-4),"(4, 5]",Action,1996
576,Tomb Raider -- Featuring Lara Croft,PlayStation (1-4),"(9, 10]",Adventure,1996
577,Pandemonium,PlayStation (1-4),"(6, 7]",Platformer,1996
578,Cool Boarders,PlayStation (1-4),"(6, 7]",Sports,1996
579,NBA In the Zone 2,PlayStation (1-4),"(8, 9]",Sports,1996
580,Street Fighter Alpha 2,PlayStation (1-4),"(8, 9]",Fighting,1996
581,TNN Motorsports Hardcore 4X4,PlayStation (1-4),"(3, 4]",Racing,1997
582,Black Dawn,PlayStation (1-4),"(7, 8]",Simulation,1997
584,Crypt Killer,PlayStation (1-4),"(3, 4]",Action,1997
585,Carnage Heart,PlayStation (1-4),"(9, 10]",Strategy,1997
586,Soul Blade,PlayStation (1-4),"(8, 9]",Fighting,1997
587,Hi-Octane,PlayStation (1-4),"(5, 6]",Racing,1997
588,Star Wars: Shadows of the Empire,Nintendo 64,"(6, 7]",Action,1996
589,Wayne Gretzky's 3D Hockey,Nintendo 64,"(7, 8]",Sports,1996
590,Killer Instinct Gold,Nintendo 64,"(6, 7]",Fighting,1996
591,Spot Goes to Hollywood,PlayStation (1-4),"(2, 3]",Platformer,1996
592,Space Hulk: Vengeance of the Blood Angels,PlayStation (1-4),"(5, 6]",Action,1996
593,Tekken,PlayStation (1-4),"(7, 8]",Fighting,1996
594,VR Soccer '96,PlayStation (1-4),"(7, 8]",Sports,1996
595,Top Gun: Fire At Will,PlayStation (1-4),"(2, 3]",Simulation,1996
596,World Cup Golf: Professional Edition,PlayStation (1-4),"(4, 5]",Sports,1996
597,Tobal No. 1,PlayStation (1-4),"(8, 9]",Fighting,1996
598,Twisted Metal [1996],PlayStation (1-4),"(6, 7]",Action,1996
599,WipEout XL,PlayStation (1-4),"(8, 9]",Racing,1996
600,Doraemon Nobita & The 3 Fairy Spirit Stones,Nintendo 64,"(2, 3]",Platformer,1997
601,Xevious 3D/G+,PlayStation (1-4),"(7, 8]",Shooter,1997
602,Thunder Truck Rally,PlayStation (1-4),"(6, 7]",Racing,1997
603,NBA Hang Time,PlayStation (1-4),"(3, 4]",Sports,1997
604,All-Star Baseball '97 Featuring Frank Thomas,PlayStation (1-4),"(4, 5]",Sports,1997
605,War Gods,Nintendo 64,"(4, 5]",Fighting,1997
606,Broken Helix,PlayStation (1-4),"(5, 6]",Action,1997
607,Codename: Tenka,PlayStation (1-4),"(6, 7]",Shooter,1997
608,War Gods,PlayStation (1-4),"(3, 4]",Fighting,1997
609,Hexen,PlayStation (1-4),"(4, 5]",Action,1997
610,Descent Maximum,PlayStation (1-4),"(7, 8]",Action,1997
611,The City of Lost Children,PlayStation (1-4),"(4, 5]",Adventure,1997
612,Wing Commander IV: The Price of Freedom,PlayStation (1-4),"(3, 4]",Simulation,1997
613,Overblood,PlayStation (1-4),"(5, 6]",Adventure,1997
614,Wild ARMs,PlayStation (1-4),"(7, 8]",RPG,1997
615,Rage Racer,PlayStation (1-4),"(6, 7]",Racing,1997
616,Star Fox 64,Nintendo 64,"(8, 9]",Simulation,1997
617,Swagman,PlayStation (1-4),"(4, 5]",Action,1997
618,Grand Slam,PlayStation (1-4),"(5, 6]",Sports,1997
619,Triple Play '98,PlayStation (1-4),"(9, 10]",Sports,1997
620,Norse By Norse West: The Return of the Lost Vikings,PlayStation (1-4),"(5, 6]",Platformer,1997
621,Tail of the Sun,PlayStation (1-4),"(6, 7]",Adventure,1997
622,Goal Storm '97,PlayStation (1-4),"(5, 6]",Sports,1997
623,Sentient [1997],PlayStation (1-4),"(4, 5]",Adventure,1997
624,Psychic Force,PlayStation (1-4),"(4, 5]",Fighting,1997
625,NHL Powerplay '98,PlayStation (1-4),"(6, 7]",Sports,1997
626,Madden NFL '98,PlayStation (1-4),"(6, 7]",Sports,1997
627,The Lost World: Jurassic Park,PlayStation (1-4),"(4, 5]",Action,1997
628,NFL GameDay 98,PlayStation (1-4),"(8, 9]",Sports,1997
629,GoldenEye 007,Nintendo 64,"(9, 10]",Shooter,1997
630,Ace Combat 2,PlayStation (1-4),"(8, 9]",Simulation,1997
631,Warcraft II: The Dark Saga,PlayStation (1-4),"(6, 7]",Strategy,1997
632,Machine Hunter,PlayStation (1-4),"(4, 5]",Action,1997
633,Tetrisphere,Nintendo 64,"(7, 8]",Puzzle,1997
634,Ogre Battle,PlayStation (1-4),"(5, 6]",Strategy,1997
635,Porsche Challenge,PlayStation (1-4),"(7, 8]",Racing,1997
636,NCAA Football '98,PlayStation (1-4),"(6, 7]",Sports,1997
637,Lethal Enforcers I & II,PlayStation (1-4),"(3, 4]",Action,1997
638,VMX Racing,PlayStation (1-4),"(4, 5]",Racing,1997
639,Duke Nukem 64,Nintendo 64,"(7, 8]",Shooter,1997
640,NBA Live '98,PlayStation (1-4),"(7, 8]",Sports,1997
641,Jet Moto 2,PlayStation (1-4),"(6, 7]",Racing,1997
642,Cool Boarders 2,PlayStation (1-4),"(7, 8]",Sports,1997
643,Time Crisis,PlayStation (1-4),"(7, 8]",Action,1997
644,Maximum Force,PlayStation (1-4),"(4, 5]",Shooter,1997
645,Treasures of the Deep,PlayStation (1-4),"(7, 8]",Adventure,1997
646,Discworld II: Mortality Bytes!,PlayStation (1-4),"(5, 6]",Adventure,1997
647,Nuclear Strike,PlayStation (1-4),"(7, 8]",Action,1997
648,NHL FaceOff '98,PlayStation (1-4),"(7, 8]",Sports,1997
649,NASCAR 98,PlayStation (1-4),"(7, 8]",Racing,1997
650,MLB '98,PlayStation (1-4),"(7, 8]",Sports,1997
651,Herc's Adventures,PlayStation (1-4),"(5, 6]",Action,1997
653,Syndicate Wars,PlayStation (1-4),"(4, 5]",Shooter,1997
654,Dark Rift,Nintendo 64,"(5, 6]",Fighting,1997
655,Hercules,PlayStation (1-4),"(5, 6]",Action,1997
656,Battlesport,PlayStation (1-4),"(5, 6]",Action,1997
657,Darklight Conflict,PlayStation (1-4),"(6, 7]",Action,1997
658,Dynasty Warriors,PlayStation (1-4),"(7, 8]",Fighting,1997
659,F1 Pole Position 64,Nintendo 64,"(4, 5]",Racing,1997
660,Madden Football 64,Nintendo 64,"(7, 8]",Sports,1997
661,1080° Snowboarding,Nintendo 64,"(8, 9]",Sports,1998
662,San Francisco Rush: Extreme Racing,PlayStation (1-4),"(4, 5]",Racing,1998
663,Judge Dredd,PlayStation (1-4),"(1, 2]",Shooter,1998
664,Tennis Arena,PlayStation (1-4),"(4, 5]",Sports,1998
665,Rampage: World Tour,Nintendo 64,"(4, 5]",Action,1998
666,Pitfall 3D,PlayStation (1-4),"(6, 7]",Platformer,1998
667,San Francisco Rush: Extreme Racing,Nintendo 64,"(8, 9]",Racing,1997
668,Dragon Ball GT Final Bout,PlayStation (1-4),"(2, 3]",Fighting,1997
669,Mass Destruction,PlayStation (1-4),"(6, 7]",Action,1997
670,Need for Speed: V-Rally,PlayStation (1-4),"(7, 8]",Racing,1997
672,Crash Bandicoot 2: Cortex Strikes Back,PlayStation (1-4),"(8, 9]",Platformer,1997
673,Colony Wars,PlayStation (1-4),"(9, 10]",Action,1997
674,Frogger,PlayStation (1-4),"(1, 2]",Platformer,1997
675,Moto Racer,PlayStation (1-4),"(7, 8]",Racing,1997
676,Jeopardy! [1998],Nintendo 64,"(3, 4]",Simulation,1998
677,NCAA March Madness '98,PlayStation (1-4),"(6, 7]",Sports,1998
678,Shadow Master,PlayStation (1-4),"(3, 4]",Action,1998
679,Oddworld: Abe's Oddysee,PlayStation (1-4),"(7, 8]",Adventure,1997
680,NHL '98,PlayStation (1-4),"(7, 8]",Sports,1997
681,Poy Poy,PlayStation (1-4),"(7, 8]",Action,1997
682,Bottom of the 9th '97,PlayStation (1-4),"(5, 6]",Sports,1997
683,Magic: The Gathering -- Battlemage,PlayStation (1-4),"(3, 4]",Strategy,1997
684,Steel Reign,PlayStation (1-4),"(6, 7]",Action,1997
685,Tecmo Stackers,PlayStation (1-4),"(6, 7]",Puzzle,1997
686,Multi Racing Championship,Nintendo 64,"(6, 7]",Racing,1997
687,RayStorm,PlayStation (1-4),"(7, 8]",Action,1997
688,Hexen,Nintendo 64,"(3, 4]",Action,1997
689,Battle Arena Toshinden 3,PlayStation (1-4),"(6, 7]",Fighting,1997
691,Spawn: The Eternal,PlayStation (1-4),"(1, 2]",Action,1997
692,Mortal Kombat Mythologies: Sub-Zero,Nintendo 64,"(2, 3]",Platformer,1997
693,Wheel of Fortune [1997],Nintendo 64,"(6, 7]",Puzzle,1997
694,Bug Riders,PlayStation (1-4),"(2, 3]",Racing,1997
695,Automobili Lamborghini,Nintendo 64,"(6, 7]",Racing,1997
696,Excalibur 2555 AD,PlayStation (1-4),"(2, 3]",Action,1997
697,Armored Core,PlayStation (1-4),"(7, 8]",Action,1997
698,ClayFighter 63 1/3,Nintendo 64,"(3, 4]",Fighting,1997
699,Persona,PlayStation (1-4),"(7, 8]",RPG,1997
700,Golden Nugget,PlayStation (1-4),"(5, 6]",Strategy,1997
701,Bushido Blade,PlayStation (1-4),"(8, 9]",Fighting,1997
702,Diablo,PlayStation (1-4),"(7, 8]",Action,1998
703,Dead or Alive,PlayStation (1-4),"(8, 9]",Fighting,1998
704,Speed Racer,PlayStation (1-4),"(4, 5]",Racing,1998
705,Lode Runner: The Legend Returns,PlayStation (1-4),"(5, 6]",Action,1998
706,Saga Frontier,PlayStation (1-4),"(6, 7]",RPG,1998
707,Rascal,PlayStation (1-4),"(1, 2]",Platformer,1998
708,Quake,Nintendo 64,"(7, 8]",Action,1998
709,ReBoot,PlayStation (1-4),"(6, 7]",Action,1998
711,Test Drive 4,PlayStation (1-4),"(6, 7]",Racing,1997
712,Fighting Force,PlayStation (1-4),"(5, 6]",Action,1997
713,Jimmy Johnson's VR Football 98,PlayStation (1-4),"(3, 4]",Sports,1997
714,Reel Fishing,PlayStation (1-4),"(5, 6]",Hunting,1997
715,Shipwreckers!,PlayStation (1-4),"(5, 6]",Action,1997
716,Command & Conquer: Red Alert,PlayStation (1-4),"(7, 8]",Strategy,1997
717,Rampage: World Tour,PlayStation (1-4),"(4, 5]",Action,1997
718,Street Fighter EX Plus Alpha,PlayStation (1-4),"(8, 9]",Fighting,1997
719,Nightmare Creatures,PlayStation (1-4),"(7, 8]",Action,1997
720,NBA In the Zone '98,Nintendo 64,"(4, 5]",Sports,1998
721,Nagano Winter Olympics '98,Nintendo 64,"(4, 5]",Sports,1998
722,Skullmonkeys,PlayStation (1-4),"(5, 6]",Platformer,1998
723,Nagano Winter Olympics '98,PlayStation (1-4),"(2, 3]",Sports,1998
724,NBA in the Zone '98,PlayStation (1-4),"(7, 8]",Sports,1998
725,Fighters Destiny,Nintendo 64,"(7, 8]",Fighting,1998
726,NHL Breakaway '98,PlayStation (1-4),"(6, 7]",Sports,1997
727,Felony 11-79,PlayStation (1-4),"(6, 7]",Racing,1997
729,Tiger Shark,PlayStation (1-4),"(6, 7]",Action,1997
730,Final Fantasy VII,PlayStation (1-4),"(9, 10]",RPG,1997
731,International Superstar Soccer 64,Nintendo 64,"(8, 9]",Sports,1997
732,K-1 The Arena Fighters,PlayStation (1-4),"(4, 5]",Fighting,1997
733,The Incredible Hulk: The Pantheon Saga,PlayStation (1-4),"(4, 5]",Action,1997
734,Duke Nukem: Total Meltdown,PlayStation (1-4),"(6, 7]",Shooter,1997
735,Bomberman 64,Nintendo 64,"(7, 8]",Action,1997
736,Vs.,PlayStation (1-4),"(3, 4]",Fighting,1997
737,AeroFighters Assault,Nintendo 64,"(4, 5]",Shooter,1997
738,Ghost in the Shell,PlayStation (1-4),"(7, 8]",Action,1997
739,Arcade's Greatest Hits: The Midway Collection 2,PlayStation (1-4),"(6, 7]",Action,1997
741,Tomb Raider II Starring Lara Croft,PlayStation (1-4),"(7, 8]",Adventure,1997
742,Diddy Kong Racing,Nintendo 64,"(8, 9]",Racing,1997
743,G-Police,PlayStation (1-4),"(7, 8]",Action,1997
744,Clock Tower,PlayStation (1-4),"(5, 6]",Adventure,1997
745,CART World Series,PlayStation (1-4),"(6, 7]",Racing,1997
746,Bravo Air Race,PlayStation (1-4),"(3, 4]",Racing,1997
748,Mace: The Dark Age,Nintendo 64,"(7, 8]",Fighting,1997
749,Top Gear Rally,Nintendo 64,"(8, 9]",Racing,1997
750,NBA ShootOut '98,PlayStation (1-4),"(8, 9]",Sports,1998
751,Yoshi's Story,Nintendo 64,"(6, 7]",Platformer,1998
752,Klonoa: Door to Phantomile,PlayStation (1-4),"(7, 8]",Platformer,1998
753,Ray Tracers,PlayStation (1-4),"(6, 7]",Action,1998
754,Triple Play '99,PlayStation (1-4),"(6, 7]",Sports,1998
755,Bloody Roar,PlayStation (1-4),"(7, 8]",Fighting,1998
756,X-Men: Children of the Atom,PlayStation (1-4),"(3, 4]",Fighting,1998
757,SimCity 2000,Nintendo 64,"(3, 4]",Strategy,1998
758,Extreme-G,Nintendo 64,"(7, 8]",Racing,1997
759,NFL Quarterback Club '98,Nintendo 64,"(7, 8]",Sports,1997
760,Final Fantasy Tactics,PlayStation (1-4),"(8, 9]",Strategy,1998
761,Monopoly [1998],PlayStation (1-4),"(2, 3]",Board,1998
762,Auto Destruct,PlayStation (1-4),"(5, 6]",Action,1998
763,Resident Evil 2 [1998],PlayStation (1-4),"(9, 10]",Action,1998
764,Riven: The Sequel to Myst,PlayStation (1-4),"(6, 7]",Adventure,1998
766,Beast Wars: Transformers,PlayStation (1-4),"(2, 3]",Action,1998
767,Red Asphalt,PlayStation (1-4),"(4, 5]",Action,1998
768,Micro Machines V3,PlayStation (1-4),"(8, 9]",Racing,1998
769,BallBlazer Champions,PlayStation (1-4),"(5, 6]",Sports,1997
770,Fantastic Four,PlayStation (1-4),"(0, 1]",Action,1997
771,FIFA Road to World Cup 98,PlayStation (1-4),"(8, 9]",Sports,1997
772,NCAA GameBreaker '98,PlayStation (1-4),"(7, 8]",Sports,1997
773,MDK,PlayStation (1-4),"(7, 8]",Action,1997
774,NBA Fastbreak '98,PlayStation (1-4),"(3, 4]",Sports,1997
775,Star Wars: Masters of Teras Kasi,PlayStation (1-4),"(3, 4]",Fighting,1997
776,Courier Crisis,PlayStation (1-4),"(2, 3]",Action,1997
777,Monster Rancher,PlayStation (1-4),"(8, 9]",Simulation,1997
778,Castlevania: Symphony of the Night,PlayStation (1-4),"(8, 9]",Action,1997
779,Mischief Makers,Nintendo 64,"(6, 7]",Platformer,1997
780,Croc: Legend of the Gobbos,PlayStation (1-4),"(7, 8]",Platformer,1997
781,Formula 1: Championship Edition,PlayStation (1-4),"(8, 9]",Racing,1997
782,Mortal Kombat Mythologies: Sub-Zero,PlayStation (1-4),"(3, 4]",Platformer,1997
783,Mega Man X4,PlayStation (1-4),"(6, 7]",Action,1997
784,PGA Tour '98,PlayStation (1-4),"(6, 7]",Sports,1997
785,Resident Evil: Director's Cut,PlayStation (1-4),"(8, 9]",Action,1997
786,Marvel Super Heroes,PlayStation (1-4),"(6, 7]",Fighting,1997
