,title,platform,score,genre,release_year
17873,FIFA 15,PlayStation (1-4),"(8, 9]",Sports,2014
17874,D4,"Xbox (360,One)","(6, 7]",Adventure,2014
17875,NHL 15,PlayStation (1-4),"(6, 7]",Sports,2014
17876,Minecraft,PlayStation (1-4),"(9, 10]",Action,2014
17877,Minecraft,"Xbox (360,One)","(9, 10]",Action,2014
17878,Hatoful Boyfriend,PC,"(7, 8]",Adventure,2014
17879,Dead Rising 3,PC,"(8, 9]",Action,2014
17880,Destiny,"Xbox (360,One)","(7, 8]",Shooter,2014
17881,Destiny,PlayStation (1-4),"(7, 8]",Shooter,2014
17882,Destiny,"Xbox (360,One)","(7, 8]",Shooter,2014
17883,Destiny,PlayStation (1-4),"(7, 8]",Shooter,2014
17884,Pokemon Trading Card Game Online,Mobile,"(5, 6]",Card,2014
17885,Legend of Grimrock II,PC,"(8, 9]",RPG,2014
17886,Natural Doctrine,PlayStation (1-4),"(2, 3]",RPG,2014
17887,Hack 'n' Slash,PC,"(7, 8]",RPG,2014
17888,Minimum,PC,"(6, 7]",Shooter,2014
17889,Sword Art Online: Hollow Fragment,PSP/Vita,"(5, 6]",Action,2014
17890,Disney Infinity: 2.0 Edition -- Marvel Super Heroes,PlayStation (1-4),"(6, 7]",Action,2014
17891,Disney Infinity: 2.0 Edition -- Toy Box Starter Pack,PlayStation (1-4),"(6, 7]",Action,2014
17892,Velocity 2X,PSP/Vita,"(8, 9]",Shooter,2014
17893,Velocity 2X,PlayStation (1-4),"(8, 9]",Shooter,2014
17894,The Sims 4,PC,"(7, 8]",Simulation,2014
17895,BioShock,Mobile,"(6, 7]",Shooter,2014
17896,Lichdom: Battlemage,PC,"(6, 7]",Action,2014
17897,Mighty Gunvolt,DS/3DS/DSi,"(7, 8]",Action,2014
17898,Azure Striker: Gunvolt,DS/3DS/DSi,"(7, 8]",Action,2014
17899,The Walking Dead: Season Two -- Episode 5: No Going Back,Mobile,"(9, 10]",Adventure,2014
17900,The Walking Dead: Season Two -- Episode 5: No Going Back,PlayStation (1-4),"(9, 10]",Adventure,2014
17901,The Evil Within,PlayStation (1-4),"(8, 9]",Adventure,2014
17902,The Evil Within,"Xbox (360,One)","(8, 9]",Adventure,2014
17903,Styx: Master of Shadows,PC,"(7, 8]",Action,2014
17904,Defense Grid 2,"Xbox (360,One)","(7, 8]",Strategy,2014
17905,Defense Grid 2,PC,"(7, 8]",Strategy,2014
17906,Borderlands: The Pre-Sequel,"Xbox (360,One)","(7, 8]",Shooter,2014
17907,Borderlands: The Pre-Sequel,PC,"(7, 8]",Shooter,2014
17908,Borderlands: The Pre-Sequel,PlayStation (1-4),"(7, 8]",Shooter,2014
17909,The Walking Dead: Season Two -- Episode 5: No Going Back,"Xbox (360,One)","(9, 10]",Adventure,2014
17910,The Walking Dead: Season Two -- Episode 5: No Going Back,PC,"(9, 10]",Adventure,2014
17911,Bayonetta 2,Wii (U),"(9, 10]",Action,2014
17912,Watch Dogs: Bad Blood,PC,"(6, 7]",Action,2014
17913,NBA 2K15,PlayStation (1-4),"(7, 8]",Sports,2014
17914,NBA 2K15,PC,"(7, 8]",Sports,2014
17915,NBA 2K15,"Xbox (360,One)","(7, 8]",Sports,2014
17916,Sleeping Dogs: Definitive Edition,"Xbox (360,One)","(8, 9]",Action,2014
17919,Costume Quest 2,PC,"(7, 8]",RPG,2014
17920,Football Manager 2015,PC,"(8, 9]",Sports,2014
17921,Halo: The Master Chief Collection,"Xbox (360,One)","(8, 9]",Shooter,2014
17922,Freedom Wars,PSP/Vita,"(7, 8]",Action,2014
17923,Teenage Mutant Ninja Turtles: Danger of the Ooze,"Xbox (360,One)","(4, 5]",Fighting,2014
17924,Spacebase DF-9,PC,"(6, 7]",Simulation,2014
17925,Driveclub,PlayStation (1-4),"(7, 8]",Racing,2014
17926,Fairy Fencer F,PlayStation (1-4),"(7, 8]",RPG,2014
17927,Alien: Isolation,PC,"(5, 6]",Action,2014
17928,Alien: Isolation,PlayStation (1-4),"(5, 6]",Action,2014
17929,Alien: Isolation,"Xbox (360,One)","(5, 6]",Action,2014
17930,Call of Duty: Advanced Warfare,"Xbox (360,One)","(9, 10]",Shooter,2014
17931,Call of Duty: Advanced Warfare,"Xbox (360,One)","(9, 10]",Shooter,2014
17932,Call of Duty: Advanced Warfare,PlayStation (1-4),"(9, 10]",Shooter,2014
17933,Call of Duty: Advanced Warfare,PC,"(9, 10]",Shooter,2014
17934,Call of Duty: Advanced Warfare,PlayStation (1-4),"(9, 10]",Shooter,2014
17935,Costume Quest 2,"Xbox (360,One)","(7, 8]",RPG,2014
17936,Costume Quest 2,PlayStation (1-4),"(7, 8]",RPG,2014
17937,Costume Quest 2,"Xbox (360,One)","(7, 8]",RPG,2014
17938,Costume Quest 2,PlayStation (1-4),"(7, 8]",RPG,2014
17939,Assassin’s Creed Rogue,PlayStation (1-4),"(6, 7]",Action,2014
17940,Assassin’s Creed Rogue,"Xbox (360,One)","(6, 7]",Action,2014
17941,Sonic Boom: Rise of Lyric,Wii (U),"(4, 5]",Platformer,2014
17942,Frozen Synapse Prime,PC,"(8, 9]",Strategy,2014
17943,Pro Evolution Soccer 2015,PC,"(8, 9]",Sports,2014
17944,Shantae and the Pirate's Curse,DS/3DS/DSi,"(8, 9]",Platformer,2014
17945,NBA Live 15,"Xbox (360,One)","(5, 6]",Sports,2014
17946,NBA Live 15,PlayStation (1-4),"(5, 6]",Sports,2014
17949,Screencheat,PC,"(6, 7]",Shooter,2014
17950,Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,PC,"(6, 7]",Adventure,2014
17951,Pro Evolution Soccer 2015,PlayStation (1-4),"(8, 9]",Sports,2014
17952,Pro Evolution Soccer 2015,"Xbox (360,One)","(8, 9]",Sports,2014
17953,Pro Evolution Soccer 2015,"Xbox (360,One)","(8, 9]",Sports,2014
17954,Pro Evolution Soccer 2015,PlayStation (1-4),"(8, 9]",Sports,2014
17955,Far Cry 4,"Xbox (360,One)","(8, 9]",Shooter,2014
17956,Far Cry 4,PC,"(8, 9]",Shooter,2014
17957,Far Cry 4,PlayStation (1-4),"(8, 9]",Shooter,2014
17958,Fantasy Life,DS/3DS/DSi,"(7, 8]",RPG,2014
17959,Sid Meier's Civilization: Beyond Earth,PC,"(7, 8]",Simulation,2014
17960,The Legend of Korra,"Xbox (360,One)","(4, 5]",Action,2014
17961,Disney Fantasia: Music Evolved,"Xbox (360,One)","(8, 9]",Music,2014
17962,Game of Thrones: Episode 1 -- Iron From Ice,PC,"(7, 8]",Adventure,2014
17963,Game of Thrones: Episode 1 -- Iron From Ice,PlayStation (1-4),"(7, 8]",Adventure,2014
17964,Game of Thrones: Episode 1 -- Iron From Ice,"Xbox (360,One)","(7, 8]",Adventure,2014
17965,Randal's Monday,PC,"(4, 5]",Adventure,2014
17966,Captain Toad: Treasure Tracker,Wii (U),"(8, 9]",Puzzle,2014
17967,Valkyria Chronicles,PC,"(8, 9]",Action,2014
17968,Far Cry 4,PlayStation (1-4),"(8, 9]",Shooter,2014
17969,Far Cry 4,"Xbox (360,One)","(8, 9]",Shooter,2014
17970,Sonic Boom: Shattered Crystal,DS/3DS/DSi,"(3, 4]",Platformer,2014
17971,World of Warcraft: Warlords of Draenor,PC,"(8, 9]",RPG,2014
17973,Depth,PC,"(7, 8]",Action,2014
17974,Dreamfall Chapters,PC,"(6, 7]",Adventure,2014
17975,Assassin's Creed Unity,PC,"(7, 8]",Action,2014
17976,Assassin's Creed Unity,PlayStation (1-4),"(7, 8]",Action,2014
17977,A Bird Story,PC,"(8, 9]",RPG,2014
17978,The Binding of Isaac: Rebirth,PC,"(8, 9]",RPG,2014
17979,The Binding of Isaac: Rebirth,PlayStation (1-4),"(8, 9]",RPG,2014
17980,Tales from the Borderlands -- Episode 1: Zer0 Sum,PC,"(8, 9]",Adventure,2014
17981,Tales from the Borderlands -- Episode 1: Zer0 Sum,PlayStation (1-4),"(8, 9]",Adventure,2014
17982,This War Of Mine,PC,"(8, 9]",Strategy,2014
17983,LEGO Batman 3: Beyond Gotham,Wii (U),"(7, 8]",Action,2014
17984,Assassin's Creed Unity,"Xbox (360,One)","(7, 8]",Action,2014
17985,Dragon Age: Inquisition,"Xbox (360,One)","(8, 9]",RPG,2014
17986,Dragon Age: Inquisition,PlayStation (1-4),"(8, 9]",RPG,2014
17987,Dragon Age: Inquisition,PC,"(8, 9]",RPG,2014
17988,LEGO Batman 3: Beyond Gotham,PlayStation (1-4),"(7, 8]",Action,2014
17989,Persona Q: Shadow of the Labyrinth,DS/3DS/DSi,"(8, 9]",RPG,2014
17990,Company of Heroes 2: Ardennes Assault,PC,"(8, 9]",Strategy,2014
17991,Super Smash Bros. for Wii U,Wii (U),"(9, 10]",Fighting,2014
17992,Pokemon Omega Ruby Version,DS/3DS/DSi,"(7, 8]",RPG,2014
17993,Pokemon Alpha Sapphire Version,DS/3DS/DSi,"(7, 8]",RPG,2014
17996,Escape Dead Island,PC,"(6, 7]",Action,2014
17997,LittleBigPlanet 3,PlayStation (1-4),"(6, 7]",Platformer,2014
17998,Grand Theft Auto V,PlayStation (1-4),"(9, 10]",Action,2014
17999,Grand Theft Auto V,"Xbox (360,One)","(9, 10]",Action,2014
18000,Resident Evil,PlayStation (1-4),"(7, 8]",Action,2015
18001,Resident Evil,PlayStation (1-4),"(7, 8]",Action,2015
18002,Resident Evil,"Xbox (360,One)","(7, 8]",Action,2015
18003,Resident Evil,"Xbox (360,One)","(7, 8]",Action,2015
18004,Saints Row IV: Re-Elected & Gat Out of Hell,PlayStation (1-4),"(7, 8]",Action,2015
18005,Saints Row IV: Re-Elected & Gat Out of Hell,"Xbox (360,One)","(7, 8]",Action,2015
18006,Blackguards 2,PC,"(7, 8]",RPG,2015
18007,#IDARB,"Xbox (360,One)","(7, 8]",Party,2015
18008,Assassin's Creed Unity -- Dead Kings,"Xbox (360,One)","(7, 8]",Action,2015
18009,Funk of Titans,"Xbox (360,One)","(3, 4]",Platformer,2015
18010,Sunset Overdrive,"Xbox (360,One)","(8, 9]",Action,2015
18011,Sunset Overdrive -- Mystery of the Mooil Rig,"Xbox (360,One)","(7, 8]",Action,2015
18012,The Witcher Adventure Game,Mobile,"(6, 7]",Board,2014
18013,The Witcher Adventure Game,PC,"(6, 7]",Board,2014
18014,Kalimba,"Xbox (360,One)","(7, 8]",Platformer,2014
18015,Guilty Gear Xrd Sign,PlayStation (1-4),"(8, 9]",Fighting,2014
18016,Guilty Gear Xrd Sign,PlayStation (1-4),"(8, 9]",Fighting,2014
18017,Xeodrifter,DS/3DS/DSi,"(6, 7]",Action,2014
18018,Craft the World,PC,"(6, 7]",Strategy,2015
18019,Super Mega Baseball,PlayStation (1-4),"(8, 9]",Sports,2015
18020,Super Mega Baseball,PlayStation (1-4),"(8, 9]",Sports,2015
18021,Loadout,PlayStation (1-4),"(6, 7]",Shooter,2015
18023,Neo Scavenger,PC,"(7, 8]",Strategy,2014
18024,Metal Gear Solid V: Ground Zeroes,PC,"(7, 8]",Action,2014
18025,Elite: Dangerous,PC,"(7, 8]",Action,2014
18026,Dead State,PC,"(6, 7]",RPG,2014
18027,Xeodrifter,PC,"(6, 7]",Action,2014
18028,Stealth Inc. 2: A Game of Clones,Wii (U),"(8, 9]",Platformer,2014
18029,The Talos Principle,PC,"(8, 9]",Puzzle,2014
18030,Threes,Mobile,"(9, 10]",Puzzle,2014
18031,Threes,"Xbox (360,One)","(9, 10]",Puzzle,2014
18032,Threes,Mobile,"(9, 10]",Puzzle,2014
18033,Destiny: The Dark Below,"Xbox (360,One)","(5, 6]",Shooter,2014
18034,Destiny: The Dark Below,PlayStation (1-4),"(5, 6]",Shooter,2014
18036,The Witcher Adventure Game,iPad,"(6, 7]",Board,2014
18037,Just Dance 2015,"Xbox (360,One)","(7, 8]",Music,2014
18039,Lara Croft and the Temple of Osiris,"Xbox (360,One)","(8, 9]",Action,2014
18040,Secret Ponchos,PlayStation (1-4),"(6, 7]",Shooter,2014
18041,Rugby 15,PlayStation (1-4),"(1, 2]",Sports,2014
18042,Rugby 15,PlayStation (1-4),"(1, 2]",Sports,2014
18043,Rugby 15,"Xbox (360,One)","(1, 2]",Sports,2014
18044,Rugby 15,"Xbox (360,One)","(1, 2]",Sports,2014
18045,Rugby 15,PC,"(1, 2]",Sports,2014
18046,80 Days,Mobile,"(8, 9]",Adventure,2014
18047,The Crew,PC,"(5, 6]",Racing,2014
18048,The Crew,"Xbox (360,One)","(5, 6]",Racing,2014
18049,The Crew,PlayStation (1-4),"(5, 6]",Racing,2014
18050,Evolve,PlayStation (1-4),"(8, 9]",Shooter,2015
18051,Evolve,"Xbox (360,One)","(8, 9]",Shooter,2015
18052,Evolve,PC,"(8, 9]",Shooter,2015
18053,Monster Hunter 4 Ultimate,DS/3DS/DSi,"(8, 9]",Action,2015
18054,Grow Home,PC,"(8, 9]",Platformer,2015
18056,Apotheon,PC,"(6, 7]",Action,2015
18057,Chaos Heroes Online,PC,"(5, 6]",Action,2015
18058,The Legend of Zelda: Majora's Mask 3D,DS/3DS/DSi,"(8, 9]",Adventure,2015
18059,Raven's Cry,PC,"(2, 3]",Action,2015
18060,Game of Thrones: Episode 2 -- The Lost Lords,PC,"(6, 7]",Adventure,2015
18061,Life is Strange -- Episode 1: Chrysalis,PC,"(6, 7]",Adventure,2015
18062,Supreme League of Patriots,PC,"(5, 6]",Adventure,2015
18063,The Witcher Battle Arena,Mobile,"(4, 5]",Strategy,2015
18064,Assassin's Creed Chronicles: China,PlayStation (1-4),"(6, 7]",Platformer,2015
18065,Assassin's Creed Chronicles: China,"Xbox (360,One)","(6, 7]",Platformer,2015
18066,StarDrive 2,PC,"(6, 7]",Strategy,2015
18067,Grand Theft Auto V,PC,"(9, 10]",Action,2015
18068,I Am Bread,PC,"(7, 8]",Puzzle,2015
18069,Grim Fandango Remastered,PlayStation (1-4),"(9, 10]",Adventure,2015
18070,Grim Fandango Remastered,PC,"(9, 10]",Adventure,2015
18071,Grim Fandango Remastered,PSP/Vita,"(9, 10]",Adventure,2015
18072,Dying Light,"Xbox (360,One)","(8, 9]",Action,2015
18073,Dying Light,PC,"(8, 9]",Action,2015
18074,Dying Light,PlayStation (1-4),"(8, 9]",Action,2015
18075,Grey Goo,PC,"(7, 8]",Strategy,2015
18076,Citizens of Earth,PC,"(6, 7]",RPG,2015
18077,Citizens of Earth,PlayStation (1-4),"(6, 7]",RPG,2015
18078,White Night,"Xbox (360,One)","(4, 5]",Puzzle,2015
18079,Dragon Ball Xenoverse,"Xbox (360,One)","(6, 7]",Fighting,2015
18080,OlliOlli 2: Welcome to OlliWood,PSP/Vita,"(8, 9]",Sports,2015
18081,OlliOlli 2: Welcome to OlliWood,PlayStation (1-4),"(8, 9]",Sports,2015
18082,Resident Evil Revelations 2 -- Episode 2,"Xbox (360,One)","(7, 8]",Action,2015
18083,Screamride,"Xbox (360,One)","(8, 9]",Simulation,2015
18084,Invisible Inc.,PC,"(8, 9]",Strategy,2015
18085,The Witcher 3: Wild Hunt,"Xbox (360,One)","(9, 10]",RPG,2015
18086,The Witcher 3: Wild Hunt,PlayStation (1-4),"(9, 10]",RPG,2015
18087,Mortal Kombat X,"Xbox (360,One)","(8, 9]",Fighting,2015
18088,Mortal Kombat X,PlayStation (1-4),"(8, 9]",Fighting,2015
18089,Titan Souls,PC,"(7, 8]",RPG,2015
18090,Titan Souls,PlayStation (1-4),"(7, 8]",RPG,2015
18091,Titan Souls,PSP/Vita,"(7, 8]",RPG,2015
18092,MLB 15: The Show,PlayStation (1-4),"(8, 9]",Sports,2015
18093,Neverwinter,"Xbox (360,One)","(7, 8]",Action,2015
18094,RBI Baseball 15,"Xbox (360,One)","(4, 5]",Sports,2015
18095,Xenoblade Chronicles,DS/3DS/DSi,"(8, 9]",RPG,2015
18096,Resident Evil Revelations 2,"Xbox (360,One)","(6, 7]",Action,2015
18097,Tales from the Borderlands -- Episode 2: Atlas Mugged,PC,"(8, 9]",Adventure,2015
18098,Mario Party 10,Wii (U),"(6, 7]",Party,2015
18099,Resident Evil Revelations 2 -- Episode 4,"Xbox (360,One)","(6, 7]",Action,2015
18100,Battlefield Hardline,PlayStation (1-4),"(7, 8]",Shooter,2015
18101,Battlefield Hardline,"Xbox (360,One)","(7, 8]",Shooter,2015
18102,Saints Row IV: Gat Out of Hell,PC,"(6, 7]",Action,2015
18103,Resident Evil,PC,"(7, 8]",Action,2015
18104,Halo 3: ODST [The Master Chief Collection],"Xbox (360,One)","(8, 9]",Shooter,2015
18105,Elder Scrolls Online: Tamriel Unlimited,PlayStation (1-4),"(7, 8]",RPG,2015
18106,Elder Scrolls Online: Tamriel Unlimited,"Xbox (360,One)","(7, 8]",RPG,2015
18107,Heroes of the Storm,PC,"(6, 7]",Strategy,2015
18109,Audiosurf 2,PC,"(7, 8]",Music,2015
18110,Aaru's Awakening,PC,"(6, 7]",Platformer,2015
18111,Oblitus,PC,"(6, 7]",Action,2015
18113,Homeworld Remastered Collection,PC,"(8, 9]",Strategy,2015
18114,Middle-earth: Shadow of Mordor: The Bright Lord,"Xbox (360,One)","(6, 7]",Action,2015
18115,Resident Evil Revelations 2 -- Episode 1,"Xbox (360,One)","(6, 7]",Action,2015
18116,Dead or Alive 5: Last Round,PlayStation (1-4),"(6, 7]",Fighting,2015
18117,Dead or Alive 5: Last Round,"Xbox (360,One)","(6, 7]",Fighting,2015
18119,The Witcher 3: Wild Hunt,PC,"(9, 10]",RPG,2015
18120,Final Fantasy X / X-2 HD Remaster,PlayStation (1-4),"(9, 10]",RPG,2015
18121,Wolfenstein: The Old Blood,PlayStation (1-4),"(6, 7]",Shooter,2015
18122,Wolfenstein: The Old Blood,"Xbox (360,One)","(6, 7]",Shooter,2015
18123,Wolfenstein: The Old Blood,PC,"(6, 7]",Shooter,2015
18124,Project CARS,PlayStation (1-4),"(8, 9]",Racing,2015
18125,Final Fantasy: Record Keeper,Mobile,"(6, 7]",RPG,2015
18126,Forza Horizon 2 Presents Fast & Furious,"Xbox (360,One)","(6, 7]",Racing,2015
18127,Axiom Verge,PlayStation (1-4),"(7, 8]",Action,2015
18128,Pillars of Eternity,PC,"(8, 9]",RPG,2015
18129,Dragon Age: Inquisition -- Jaws of Hakkon,"Xbox (360,One)","(7, 8]",RPG,2015
18130,Life is Strange -- Episode 2: Out of Time,PC,"(6, 7]",Adventure,2015
18131,Game of Thrones: Episode 3 -- The Sword in the Darkness,PC,"(7, 8]",Adventure,2015
18132,Borderlands: The Handsome Collection,"Xbox (360,One)","(8, 9]",Shooter,2015
18133,Borderlands: The Handsome Collection,PlayStation (1-4),"(8, 9]",Shooter,2015
18134,Final Fantasy Type-0 HD,"Xbox (360,One)","(7, 8]",RPG,2015
18135,Final Fantasy Type-0 HD,PlayStation (1-4),"(7, 8]",RPG,2015
18136,Sid Meier's Starships,PC,"(6, 7]",Strategy,2015
18137,Sid Meier's Starships,iPad,"(6, 7]",Strategy,2015
18138,Helldivers,PSP/Vita,"(8, 9]",Shooter,2015
18139,Helldivers,PlayStation (1-4),"(8, 9]",Shooter,2015
18140,Helldivers,PlayStation (1-4),"(8, 9]",Shooter,2015
18141,Mario vs. Donkey Kong: Tipping Stars,DS/3DS/DSi,"(6, 7]",Puzzle,2015
18142,Mario vs. Donkey Kong: Tipping Stars,Wii (U),"(6, 7]",Puzzle,2015
18143,The Evil Within: The Executioner,"Xbox (360,One)","(6, 7]",Adventure,2015
18146,Destiny: House of Wolves,PlayStation (1-4),"(7, 8]",Shooter,2015
18147,Destiny: House of Wolves,"Xbox (360,One)","(7, 8]",Shooter,2015
18148,Magnetic: Cage Closed,PC,"(6, 7]",Puzzle,2015
18150,Sunless Sea,PC,"(8, 9]",Adventure,2015
18151,The Order: 1886,PlayStation (1-4),"(6, 7]",Action,2015
18152,Kirby and the Rainbow Curse,Wii (U),"(7, 8]",Platformer,2015
18155,Midnight Star,Mobile,"(6, 7]",Shooter,2015
18156,Fahrenheit: Indigo Prophecy Remastered,Mobile,"(6, 7]",Adventure,2015
18157,Fahrenheit: Indigo Prophecy Remastered,PC,"(6, 7]",Adventure,2015
18158,Project CARS,"Xbox (360,One)","(8, 9]",Racing,2015
18159,Project CARS,PC,"(8, 9]",Racing,2015
18161,Magicka: Wizard Wars,PC,"(6, 7]",Strategy,2015
18162,Shadowrun Chronicles: Boston Lockdown,PC,"(6, 7]",RPG,2015
18164,Story of Seasons,DS/3DS/DSi,"(8, 9]",Simulation,2015
18165,Infinite Crisis,PC,"(6, 7]",Strategy,2015
18166,Broken Age: Act 2,PC,"(8, 9]",Adventure,2015
18167,Bloodborne,PlayStation (1-4),"(9, 10]",Action,2015
18168,Borderlands: The Pre-Sequel -- Claptastic Voyage,PC,"(8, 9]",Shooter,2015
18169,The Evil Within: The Assignment,"Xbox (360,One)","(8, 9]",Adventure,2015
18170,The Evil Within: The Assignment,PlayStation (1-4),"(8, 9]",Adventure,2015
18171,Code Name S.T.E.A.M. -- Strike Team Eliminating the Alien Menace,DS/3DS/DSi,"(7, 8]",Strategy,2015
18172,Hotline Miami 2: Wrong Number,PC,"(8, 9]",Action,2015
18173,Cities: Skylines,PC,"(8, 9]",Simulation,2015
18174,Game of Thrones: Episode 4 -- Sons of Winter,PC,"(8, 9]",Adventure,2015
18176,Sunset,PC,"(7, 8]",Adventure,2015
18178,Puzzle & Dragons Z + Puzzle & Dragons Super Mario Bros. Edition,DS/3DS/DSi,"(7, 8]",Puzzle,2015
18179,Life is Strange -- Episode 3: Chaos Theory,PlayStation (1-4),"(7, 8]",Adventure,2015
18180,Life is Strange -- Episode 3: Chaos Theory,"Xbox (360,One)","(7, 8]",Adventure,2015
18181,Life is Strange -- Episode 3: Chaos Theory,PC,"(7, 8]",Adventure,2015
18182,Knights of Pen & Paper II,Mobile,"(7, 8]",RPG,2015
18183,Total War: Attila,PC,"(8, 9]",Strategy,2015
18184,Broken Age: Act 2,Mobile,"(8, 9]",Adventure,2015
18185,The Evil Within: The Consequence,"Xbox (360,One)","(6, 7]",Adventure,2015
18186,State of Decay: Year One Survival Edition,"Xbox (360,One)","(8, 9]",Action,2015
18187,Halo: Spartan Strike,PC,"(7, 8]",Shooter,2015
18188,Halo: Spartan Strike,Mobile,"(7, 8]",Shooter,2015
18189,Dungeons 2,PC,"(5, 6]",Strategy,2015
18191,Resident Evil Revelations 2 -- Episode 3,"Xbox (360,One)","(7, 8]",Action,2015
18192,DmC: Devil May Cry -- Definitive Edition,"Xbox (360,One)","(8, 9]",Action,2015
18193,DmC: Devil May Cry -- Definitive Edition,PlayStation (1-4),"(8, 9]",Action,2015
18194,Ori and The Blind Forest,"Xbox (360,One)","(8, 9]",Platformer,2015
18195,Far Cry 4: Valley of the Yetis,PlayStation (1-4),"(7, 8]",Shooter,2015
18196,Knights of Pen & Paper II,Mobile,"(7, 8]",RPG,2015
18197,Attack on Titan: Humanity in Chains,DS/3DS/DSi,"(4, 5]",Action,2015
18198,Kerbal Space Program,PC,"(8, 9]",Simulation,2015
18199,Galactic Civilizations III,PC,"(8, 9]",Strategy,2015
18200,Rise of Incarnates,PC,"(7, 8]",Fighting,2015
18201,Rocket League,PlayStation (1-4),"(7, 8]",Sports,2015
18202,Rocket League,PC,"(7, 8]",Sports,2015
18203,Batman: Arkham Knight -- Batgirl: A Matter of Family,"Xbox (360,One)","(6, 7]",Action,2015
18204,Godzilla,PlayStation (1-4),"(4, 5]",Action,2015
18206,Everybody’s Gone to the Rapture,PlayStation (1-4),"(8, 9]",Adventure,2015
18207,Beyond Eyes,PlayStation (1-4),"(5, 6]",Adventure,2015
18208,Beyond Eyes,"Xbox (360,One)","(5, 6]",Adventure,2015
18209,Rory McIlroy PGA Tour,PlayStation (1-4),"(5, 6]",Sports,2015
18210,God of War III Remastered,PlayStation (1-4),"(8, 9]",Action,2015
18211,J-Stars Victory VS.+,PlayStation (1-4),"(4, 5]",Fighting,2015
18212,Legends of Eisenwald,PC,"(7, 8]",RPG,2015
18213,Massive Chalice,PC,"(6, 7]",Strategy,2015
18214,Whispering Willows,PlayStation (1-4),"(5, 6]",Adventure,2015
18215,PayDay 2: Crimewave Edition,PlayStation (1-4),"(8, 9]",Shooter,2015
18216,PayDay 2: Crimewave Edition,"Xbox (360,One)","(8, 9]",Shooter,2015
18217,Her Story,PC,"(8, 9]",Adventure,2015
18218,Beyond Eyes,PC,"(5, 6]",Adventure,2015
18219,Submerged,PC,"(6, 7]",Adventure,2015
18220,Submerged,PlayStation (1-4),"(6, 7]",Adventure,2015
18221,Etrian Odyssey 2 Untold: The Fafnir Knight,DS/3DS/DSi,"(7, 8]",RPG,2015
18222,Angry Birds 2,Mobile,"(6, 7]",Puzzle,2015
18224,The Magic Circle,PC,"(7, 8]",Adventure,2015
18225,Tembo the Badass Elephant,PlayStation (1-4),"(6, 7]",Platformer,2015
18226,Life is Strange -- Episode 4: Dark Room,PC,"(5, 6]",Adventure,2015
18227,Final Fantasy XIV Online: Heavensward,PC,"(8, 9]",RPG,2015
18228,PlanetSide 2,PlayStation (1-4),"(7, 8]",Shooter,2015
18229,Fallout Shelter,Mobile,"(6, 7]",Simulation,2015
18230,Devil May Cry 4 -- Special Edition,PlayStation (1-4),"(7, 8]",Action,2015
18231,Devil May Cry 4 -- Special Edition,"Xbox (360,One)","(7, 8]",Action,2015
18232,Tales from the Borderlands -- Episode 3:  Catch a Ride,PC,"(8, 9]",Adventure,2015
18233,Life is Strange -- Episode 4: Dark Room,PlayStation (1-4),"(5, 6]",Adventure,2015
18234,Life is Strange -- Episode 4: Dark Room,"Xbox (360,One)","(5, 6]",Adventure,2015
18235,F1 2015,PlayStation (1-4),"(5, 6]",Racing,2015
18236,King's Quest -- Episode 1: A Knight to Remember,"Xbox (360,One)","(7, 8]",Adventure,2015
18237,King's Quest -- Episode 1: A Knight to Remember,PC,"(7, 8]",Adventure,2015
18238,Guild of Dungeoneering,PC,"(6, 7]",RPG,2015
18239,Hatoful Boyfriend,PlayStation (1-4),"(7, 8]",Adventure,2015
18240,Hatoful Boyfriend,PSP/Vita,"(7, 8]",Adventure,2015
18241,The Vanishing of Ethan Carter,PlayStation (1-4),"(8, 9]",Adventure,2015
18242,LEGO Jurassic World,PC,"(7, 8]",Action,2015
18243,Yoshi's Woolly World,Wii (U),"(7, 8]",Platformer,2015
18244,Batman: Arkham Knight,PlayStation (1-4),"(9, 10]",Action,2015
18245,Batman: Arkham Knight,"Xbox (360,One)","(9, 10]",Action,2015
18246,Earthbound Beginnings,Wii (U),"(6, 7]",RPG,2015
18247,Journey,PlayStation (1-4),"(8, 9]",Adventure,2015
